,transformer_score,mlp_ae_score,pca_score,avg_corr,top_eig,cross_sectional_vol,financial_binder,transformer_resid,mlp_ae_resid,pca_resid,transformer_resid_plus_binder,mlp_ae_resid_plus_binder
2016-03-18,4.848548159003258,3.9000937938690186,0.5494384765625,0.11164669692516327,5.475225448608398,0.1925416305663686,0.3557452604010285,0.24585316306828897,-0.2949355473058475,0.24317745952544678,0.2760161414162212,-0.19940163173390868
2016-03-21,4.932849124073982,3.96453857421875,0.5563758611679077,0.11165352910757065,5.4898600578308105,0.19239764632287662,0.3590667952175082,0.2740901300692329,-0.2647008641133626,0.24912879097250706,0.28344128810866476,-0.17530672660674362
2016-03-22,4.587252050638199,3.9880857467651367,0.5634737014770508,0.11338749527931213,5.478358745574951,0.19218073318311085,0.36138167936978216,-0.041046044623406885,-0.20199818810840586,0.24715169039670082,-0.04568686414533829,-0.13042919071995218
2016-03-23,4.284180849790573,3.76161789894104,0.5384607911109924,0.11266786605119705,5.4143171310424805,0.19085152559200885,0.35531704411523435,-0.14197781391951292,-0.23993162185679928,0.2107121345646754,-0.153803133500932,-0.19580802007984666
2016-03-24,4.650526732206345,3.6105127334594727,0.5000115036964417,0.11312247812747955,5.391107082366943,0.19289815455457401,0.34649522108914554,0.3622454597405165,-0.258196274472966,0.15052266481735654,0.3474577894075619,-0.2100256456701226
2016-03-28,3.6111666560173035,3.6162869930267334,0.5094090700149536,0.11264695972204208,5.396044731140137,0.19232711423166401,0.34995653723879305,-0.7089336741221732,-0.26548101135953317,0.16384236282856257,-0.7313818092584432,-0.22634296995564096
2016-03-29,3.985960617661476,3.4076287746429443,0.4728834331035614,0.11359338462352753,5.3156046867370605,0.19076953500089866,0.3369805353407397,-0.06229289934192561,-0.2450204232116331,0.11908942058255745,-0.07730937402420768,-0.22341813987312253
2016-03-30,3.7623797953128815,3.2307915687561035,0.46475324034690857,0.1157207265496254,5.217468738555908,0.19223895950992675,0.3188611885207402,0.10895252523718213,-0.06884553598133136,0.08206132779119435,0.09440416039661592,-0.05669824824794878
2016-03-31,3.543970264494419,3.22086501121521,0.43996724486351013,0.11728516966104507,5.225948810577393,0.19220153934378278,0.32582849148451176,-0.14689780530307495,-0.11740856875005168,0.05386125758373561,-0.1585148427039087,-0.11289702310536942
2016-04-01,3.7649757266044617,3.123579740524292,0.43276089429855347,0.11775650084018707,5.209393501281738,0.19091745471435237,0.33142326370855135,0.10285781373466918,-0.19093429950490215,0.05018099604572246,0.11077793925461465,-0.19304418412482383
2016-04-04,3.8566950261592865,3.1465861797332764,0.4458651542663574,0.1174829974770546,5.20754861831665,0.1909382428372989,0.3294988305993297,0.20758895668125898,-0.14827608691601935,0.06517779351264652,0.21419918794969117,-0.14902433778990432
2016-04-05,2.9333499893546104,2.6386923789978027,0.0565672442317009,0.12089363485574722,5.15549898147583,0.18962742010640207,0.31927298749822364,-0.5894000452760357,-0.5588765925630317,-0.3371499124932358,-0.5764727507895491,-0.5590555945888762
2016-04-06,2.614327572286129,2.5293080806732178,0.06732094287872314,0.1194038987159729,5.099438190460205,0.18705873208246504,0.30840276075707607,-0.7418398204588774,-0.5129104876928086,-0.3096771529152236,-0.7087828808181396,-0.5096491003362189
2016-04-07,3.0414184629917145,2.640385389328003,0.06012522056698799,0.11772864311933517,5.147103309631348,0.18777536470433512,0.316785044111356,-0.4362527617930123,-0.5047416027922997,-0.30569859696730095,-0.4090692879163922,-0.5003594210861642
2016-04-08,3.6314807087183,2.763230323791504,0.06787821650505066,0.11329225450754166,5.241774559020996,0.18650475883887896,0.326328421310223,-0.1733350788198864,-0.651682514259567,-0.2607209556284411,-0.17545457181953106,-0.6521215222003436
2016-04-11,3.932860568165779,2.8677544593811035,0.06928765773773193,0.11162938922643661,5.287297248840332,0.18740705168040186,0.3253751876103702,0.009614843232840009,-0.6313985666261952,-0.24931556022200918,-0.030248373601144962,-0.6403182967562877
2016-04-12,3.409129500389099,2.765681028366089,0.08370817452669144,0.11170398443937302,5.234642505645752,0.1844396045094071,0.324048047175029,-0.3976650886915758,-0.6190886130034352,-0.22464406871500575,-0.3896188397946383,-0.61745044784554
2016-04-13,3.2694115713238716,2.8130252361297607,0.10660447180271149,0.1132885068655014,5.262768745422363,0.18409558063080614,0.32505754752431204,-0.6386751406674316,-0.6715987801659926,-0.20356715092529565,-0.6509002184859463,-0.674339784986143
2016-04-14,3.0597420185804367,2.479748010635376,0.09349608421325684,0.11059444397687912,5.111319065093994,0.1814701869864593,0.3128364151388836,-0.3428029195605635,-0.5351055364606454,-0.2048909973730484,-0.25692444935517145,-0.514937577722475
2016-04-15,3.061957612633705,2.44476580619812,0.09228851646184921,0.1111409068107605,5.11439847946167,0.18102499242274686,0.3144313808021174,-0.35512369115734455,-0.5816889806415695,-0.20499999285200987,-0.2642556736330004,-0.5553146512726754
2016-04-18,2.867752470076084,2.3114447593688965,0.08492302894592285,0.11261304467916489,5.1014604568481445,0.17962484122430983,0.30851682551426274,-0.5304508481835581,-0.7059311061360471,-0.21473496827705407,-0.4434540394065154,-0.675695975902658
2016-04-19,2.9975933507084846,2.2641079425811768,0.07883276790380478,0.11330203711986542,5.093843460083008,0.1791107961003064,0.30625866747880615,-0.37437750579998763,-0.7281820054458512,-0.22249276213461244,-0.2830227068083091,-0.6903374707477923
2016-04-20,2.3050797432661057,1.9375247955322266,0.09563229978084564,0.10625449568033218,4.902905464172363,0.1746286239590403,0.2658000017013159,-0.4737669818212118,-0.48554485862056573,-0.15826152807971017,-0.3180677487533501,-0.4115288799996346
2016-04-21,2.166102848947048,1.6846446990966797,0.11953707039356232,0.10046319663524628,4.770909786224365,0.17153270269652413,0.2348849094570047,-0.1919466546881261,-0.33584320097470766,-0.08843971216637381,0.0020384610174764006,-0.23449197160974333
2016-04-22,1.814156912267208,1.6198742389678955,0.13379311561584473,0.09510630369186401,4.7172040939331055,0.17012334299909573,0.22868124338530782,-0.35634175449790684,-0.1899903752779306,-0.02869592328117032,-0.12898229809093298,-0.061776156896545587
2016-04-25,2.0597407445311546,1.6911487579345703,0.13683675229549408,0.09516694396734238,4.740328311920166,0.16911858087038595,0.2501866997680512,-0.16974741488385847,-0.18302444796292705,-0.019366141830475803,0.12639028035831346,-0.013622446296149393
2016-04-26,2.1270500645041466,1.707015872001648,0.14447268843650818,0.09723951667547226,4.7425079345703125,0.1680288782360635,0.2527355078407729,-0.12685775434194735,-0.19861692423395527,-0.022068342636959004,0.16383288831480436,-0.022252055148170413
2016-04-27,2.2442421726882458,2.066155195236206,0.18663379549980164,0.08862374722957611,4.823763847351074,0.1655060885907466,0.2772475143804297,-0.24125285215541803,0.02462487792364776,0.09093092627150956,0.05574187930754748,0.2117112308546938
2016-04-28,2.396108031272888,2.039440155029297,0.20526503026485443,0.08870168775320053,4.825900077819824,0.16362088032803507,0.2905620591479344,-0.09709421483426883,-0.02692962252929787,0.10358215493176215,0.24030563391129922,0.17662658201111103
2016-04-29,2.0842588543891907,1.9999935626983643,0.2769089639186859,0.08507940173149109,4.682200908660889,0.16079431033379535,0.27624460074929047,0.04825944312358832,0.3431815050222846,0.19421111161650773,0.4263456104135903,0.5695299828928937
2016-05-02,2.7434676438570023,2.2414424419403076,0.3000929653644562,0.08685185760259628,4.780591011047363,0.15704129351083587,0.2922167609924352,0.32069488730561035,0.21694565092121554,0.19844921128679682,0.6488059484079871,0.3940170489147994
