avg_corr_grid,ridge_y
0.05489988751709461,-1.2268299114089043
0.06016349618238481,-1.2268299114089043
0.06542710484767501,-1.2268299114089043
0.07069071351296521,-1.2268299114089043
0.07595432217825543,-1.2268299114089043
0.08121793084354563,-1.2268299114089043
0.08648153950883583,-0.23566347423697165
0.09174514817412605,0.755502962934961
0.09700875683941623,1.7466694001068932
0.10227236550470645,2.7378358372788254
0.10753597416999665,3.2334190558647915
0.11279958283528685,3.2334190558647915
0.11806319150057705,3.2334190558647915
0.12332680016586725,3.2334190558647915
0.12859040883115747,3.2334190558647915
0.13385401749644765,3.2334190558647915
0.13911762616173787,3.2334190558647915
0.14438123482702808,3.2334190558647915
0.14964484349231827,3.2334190558647915
0.15490845215760848,3.2334190558647915
0.1601720608228987,3.2334190558647915
0.16543566948818889,2.077058212497538
0.17069927815347907,0.9206973691302833
0.1759628868187693,-0.23566347423697165
0.1812264954840595,-0.7312466928229377
0.1864901041493497,-0.7312466928229377
0.19175371281463988,-0.7312466928229377
0.19701732147993012,-0.7312466928229377
0.2022809301452203,-0.7312466928229377
0.2075445388105105,-0.7312466928229377
0.21280814747580074,-0.7312466928229377
0.21807175614109092,-0.7312466928229377
0.2233353648063811,-0.7312466928229377
0.22859897347167135,-0.5660522866276159
0.23386258213696154,-0.40085788043229353
0.23912619080225173,0.9206973691302833
0.2443897994675419,2.2422526186928593
0.24965340813283216,2.4074470248881816
0.25491701679812234,2.4074470248881816
0.26018062546341253,2.4074470248881816
0.26544423412870277,2.4074470248881816
0.27070784279399296,2.4074470248881816
0.27597145145928315,2.4074470248881816
0.2812350601245734,2.4074470248881816
0.2864986687898636,2.4074470248881816
